year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO,winning_age
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,Individual,Jack Steinberger,1921-05-25,Bad Kissingen,Germany,Germany,Male,CERN,Geneva,Switzerland,DEU,67.0
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,Individual,Leon M. Lederman,1922-07-15,"New York, NY",United States of America,United States of America,Male,Fermi National Accelerator Laboratory,"Batavia, IL",United States of America,USA,66.0
1988,Physics,The Nobel Prize in Physics 1988,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3-Jan,Individual,Melvin Schwartz,1932-11-02,"New York, NY",United States of America,United States of America,Male,"Digital Pathways, Inc.","Mountain View, CA",United States of America,USA,56.0
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,Individual,Sidney Altman,1939-05-07,Montreal,Canada,Canada,Male,Yale University,"New Haven, CT",United States of America,CAN,50.0
1989,Chemistry,The Nobel Prize in Chemistry 1989,"""for their discovery of catalytic properties of RNA""",2-Jan,Individual,Thomas R. Cech,1947-12-08,"Chicago, IL",United States of America,United States of America,Male,University of Colorado,"Boulder, CO",United States of America,USA,42.0
1989,Economics,The Sveriges Riksbank Prize in Economic Sciences 1989,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1-Jan,Individual,Trygve Haavelmo,1911-12-13,Skedsmo,Norway,Norway,Male,University of Oslo,Oslo,Norway,NOR,78.0
1989,Literature,The Nobel Prize in Literature 1989,"""for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability""",1-Jan,Individual,Camilo José Cela,1916-05-11,Iria Flavia,Spain,Spain,Male,,,,ESP,73.0
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,Individual,Harold E. Varmus,1939-12-18,"Oceanside, NY",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA,50.0
1989,Medicine,The Nobel Prize in Physiology or Medicine 1989,"""for their discovery of the cellular origin of retroviral oncogenes""",2-Jan,Individual,J. Michael Bishop,1936-02-22,"York, PA",United States of America,United States of America,Male,University of California,"San Francisco, CA",United States of America,USA,53.0
1989,Peace,The Nobel Peace Prize 1989,,1-Jan,Organization,The 14th Dalai Lama (Tenzin Gyatso),1935-07-06,Taktser,Tibet (People's Republic of China),China,Male,,,,CHN,54.0
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,Individual,Hans G. Dehmelt,1922-09-09,Görlitz,Prussia (Germany),Germany,Male,University of Washington,"Seattle, WA",United States of America,DEU,67.0
1989,Physics,The Nobel Prize in Physics 1989,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",2-Jan,Individual,Norman F. Ramsey,1915-08-27,"Washington, DC",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,74.0
1989,Physics,The Nobel Prize in Physics 1989,"""for the development of the ion trap technique""",4-Jan,Individual,Wolfgang Paul,1913-08-10,Lorenzkirch,Germany,Germany,Male,University of Bonn,Bonn,Germany,DEU,76.0
1990,Chemistry,The Nobel Prize in Chemistry 1990,"""for his development of the theory and methodology of organic synthesis""",1-Jan,Individual,Elias James Corey,1928-07-12,"Methuen, MA",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA,62.0
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,Individual,Harry M. Markowitz,1927-08-24,"Chicago, IL",United States of America,United States of America,Male,City University of New York,"New York, NY",United States of America,USA,63.0
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,Individual,Merton H. Miller,1923-05-16,"Boston, MA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,67.0
1990,Economics,The Sveriges Riksbank Prize in Economic Sciences 1990,"""for their pioneering work in the theory of financial economics""",3-Jan,Individual,William F. Sharpe,1934-06-16,"Boston, MA",United States of America,United States of America,Male,Stanford University,"Stanford, CA",United States of America,USA,56.0
1990,Literature,The Nobel Prize in Literature 1990,"""for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity""",1-Jan,Individual,Octavio Paz,1914-03-31,Mexico City,Mexico,Mexico,Male,,,,MEX,76.0
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,Individual,E. Donnall Thomas,1920-03-15,"Mart, TX",United States of America,United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,USA,70.0
1990,Medicine,The Nobel Prize in Physiology or Medicine 1990,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2-Jan,Individual,Joseph E. Murray,1919-04-01,"Milford, MA",United States of America,United States of America,Male,Brigham and Women's Hospital,"Boston, MA",United States of America,USA,71.0
1990,Peace,The Nobel Peace Prize 1990,"""for his leading role in the peace process which today characterizes important parts of the international community""",1-Jan,Individual,Mikhail Sergeyevich Gorbachev,1931-03-02,Privolnoye,Union of Soviet Socialist Republics (Russia),Russia,Male,,,,RUS,59.0
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,Individual,Henry W. Kendall,1926-12-09,"Boston, MA",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,64.0
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,Individual,Jerome I. Friedman,1930-03-28,"Chicago, IL",United States of America,United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,USA,60.0
1990,Physics,The Nobel Prize in Physics 1990,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics""",3-Jan,Individual,Richard E. Taylor,1929-11-02,"Medicine Hat, Alberta",Canada,Canada,Male,Stanford University,"Stanford, CA",United States of America,CAN,61.0
1991,Chemistry,The Nobel Prize in Chemistry 1991,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1-Jan,Individual,Richard R. Ernst,1933-08-14,Winterthur,Switzerland,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,CHE,58.0
1991,Economics,The Sveriges Riksbank Prize in Economic Sciences 1991,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1-Jan,Individual,Ronald H. Coase,1910-12-29,Willesden,United Kingdom,United Kingdom,Male,University of Chicago,"Chicago, IL",United States of America,GBR,81.0
1991,Literature,The Nobel Prize in Literature 1991,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1-Jan,Individual,Nadine Gordimer,1923-11-20,Springs,South Africa,South Africa,Female,,,,ZAF,68.0
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,Individual,Bert Sakmann,1942-06-12,Stuttgart,Germany,Germany,Male,Max-Planck-Institut,Heidelberg,Germany,DEU,49.0
1991,Medicine,The Nobel Prize in Physiology or Medicine 1991,"""for their discoveries concerning the function of single ion channels in cells""",2-Jan,Individual,Erwin Neher,1944-03-20,Landsberg,Germany,Germany,Male,Max-Planck-Institut,Göttingen,Germany,DEU,47.0
1991,Peace,The Nobel Peace Prize 1991,"""for her non-violent struggle for democracy and human rights""",1-Jan,Organization,Aung San Suu Kyi,1945-06-19,Rangoon (Yangon),Burma (Myanmar),Myanmar,Female,,,,MMR,46.0
1991,Physics,The Nobel Prize in Physics 1991,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers""",1-Jan,Individual,Pierre-Gilles de Gennes,1932-10-24,Paris,France,France,Male,Collège de France,Paris,France,FRA,59.0
1992,Chemistry,The Nobel Prize in Chemistry 1992,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1-Jan,Individual,Rudolph A. Marcus,1923-07-21,Montreal,Canada,Canada,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,CAN,69.0
1992,Economics,The Sveriges Riksbank Prize in Economic Sciences 1992,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour""",1-Jan,Individual,Gary S. Becker,1930-12-02,"Pottsville, PA",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA,62.0
1992,Literature,The Nobel Prize in Literature 1992,"""for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment""",1-Jan,Individual,Derek Walcott,1930-01-23,Castries,Saint Lucia,Saint Lucia,Male,,,,LCA,62.0
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2-Jan,Individual,Edmond H. Fischer,1920-04-06,Shanghai,China,China,Male,University of Washington,"Seattle, WA",United States of America,CHN,72.0
1992,Medicine,The Nobel Prize in Physiology or Medicine 1992,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2-Jan,Individual,Edwin G. Krebs,1918-06-06,"Lansing, IA",United States of America,United States of America,Male,University of Washington,"Seattle, WA",United States of America,USA,74.0
1992,Peace,The Nobel Peace Prize 1992,"""in recognition of her work for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1-Jan,Individual,Rigoberta Menchú Tum,1959-01-09,Aldea Chimel,Guatemala,Guatemala,Female,,,,GTM,33.0
1992,Physics,The Nobel Prize in Physics 1992,"""for his invention and development of particle detectors, in particular the multiwire proportional chamber""",1-Jan,Individual,Georges Charpak,1924-08-01,Dabrovica,Poland,Poland,Male,École Supérieure de Physique et Chimie,Paris,France,POL,68.0
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his invention of the polymerase chain reaction (PCR) method""",2-Jan,Individual,Kary B. Mullis,1944-12-28,"Lenoir, NC",United States of America,United States of America,Male,,"La Jolla, CA",United States of America,USA,49.0
1993,Chemistry,The Nobel Prize in Chemistry 1993,"""for contributions to the developments of methods within DNA-based chemistry; for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies""",2-Jan,Individual,Michael Smith,1932-04-26,Blackpool,United Kingdom,United Kingdom,Male,University of British Columbia,Vancouver,Canada,GBR,61.0
1993,Economics,The Sveriges Riksbank Prize in Economic Sciences 1993,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2-Jan,Individual,Douglass C. North,1920-11-05,"Cambridge, MA",United States of America,United States of America,Male,Washington University,"St. Louis, MO",United States of America,USA,73.0
